Class 1,Term 1,Similarity,Class 2,Term 2,Comment,Reasoning,Factors
26,Artificial flowers,2,26,Artificial fruit,,"['2. Purpose', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[2, 6, 7, 8]"
26,Artificial flowers,2,26,Brooches [clothing accessories],,['2. Purpose'],[2]
30,Tomato sauce,2,30,Wine vinegar,They have the same purpose. They are in competition. They coincide in distribution channels. They coincide in end user. They coincide in producer.,"['2. Purpose', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[2, 6, 7, 8]"
30,Tomato sauce,2,30,Vinegar,,"['2. Purpose', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[2, 6, 7, 8]"
30,Tomato sauce,2,30,Flavoured vinegar,,"['2. Purpose', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[2, 6, 7, 8]"
34,Cigarettes,2,34,Cigarette filters,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
34,Cigarettes,2,34,Electronic cigarettes,"According to Collins English Dictionary, a cigarette is: ""a short tightly rolled cylinder of tobacco, wrapped in thin paper and often having a filter tip, for smoking"" whereas an e-cigarette is: ""a hand-held electronic vaporizer which dispenses inhalable nicotine, used to simulate the effect of smoking"".","['2. Purpose', '3. Methods of use', '5. Goods / services in competition', '6. Distribution channels', '7. Relevant public']","[2, 3, 5, 6, 7]"
34,Cigarettes,2,34,Pocket machines for rolling cigarettes,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
34,Cigarettes,2,34,Matches,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
34,Cigarettes,2,34,Raw tobacco,,"['1. Nature', '2. Purpose', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[1, 2, 6, 7, 8]"
34,Cigarettes,2,34,Cigarette paper,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
16,Stickers [stationery],2,16,Adhesives for stationery,,"['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
15,Chin rests for violins,2,15,Musical instruments,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
29,Milk products,2,32,Fruit drinks,The finding of similarity is based on the market tendency to have mixed fruit/milk beverages.,"['2. Purpose', '5. Goods / services in competition', '6. Distribution channels', '7. Relevant public']","[2, 5, 6, 7]"
29,Milk products,2,29,Palm oil for food,Dairy products include butter.,"['2. Purpose', '5. Goods / services in competition', '7. Relevant public']","[2, 5, 7]"
29,Milk products,2,29,Soya bean oil for food,Dairy products include butter.,"['2. Purpose', '5. Goods / services in competition', '7. Relevant public']","[2, 5, 7]"
29,Milk products,2,29,Maize oil for food,Dairy products include butter.,"['2. Purpose', '5. Goods / services in competition', '7. Relevant public']","[2, 5, 7]"
29,Milk products,2,29,Sunflower oil for food,Dairy products include butter.,"['2. Purpose', '5. Goods / services in competition', '7. Relevant public']","[2, 5, 7]"
29,Milk products,2,29,Oils for food,"In the judgment 27/09/2018, T 712/17, GN Laboratories / GNC et al., EU:T:2018:618, GC confirmed that edible oils and dairy products (including butter) are similar as they are in competition with each other or substitutable (see § 26 – GC refers to T 203/02, § 67-68, which does not concern these products).","['2. Purpose', '5. Goods / services in competition', '7. Relevant public']","[2, 5, 7]"
29,Milk products,2,29,Cooking fats,Dairy products include butter.,"['2. Purpose', '5. Goods / services in competition', '7. Relevant public']","[2, 5, 7]"
9,Games software,2,28,Slot machines [gaming machines],,"['2. Purpose', '4. Complementary goods / services', '7. Relevant public']","[2, 4, 7]"
9,Games software,2,42,Installation of computer software,,"['4. Complementary goods / services', '7. Relevant public', '8. Producer / Provider']","[4, 7, 8]"
9,Games software,2,42,Updating of computer software,,"['4. Complementary goods / services', '7. Relevant public', '8. Producer / Provider']","[4, 7, 8]"
9,Games software,2,42,Computer software design,,"['4. Complementary goods / services', '7. Relevant public', '8. Producer / Provider']","[4, 7, 8]"
9,Games software,2,42,Research and development of new products for others,"Research and development of new products for others includes development of computer software. The services are complementary to the goods concerned. Also the provider may be the same, since it may offer a ready-made software or a software tailored according to the needs of its customer.","['4. Complementary goods / services', '7. Relevant public', '8. Producer / Provider']","[4, 7, 8]"
9,Games software,2,42,Computer programming,,"['4. Complementary goods / services', '7. Relevant public', '8. Producer / Provider']","[4, 7, 8]"
8,"Side arms, other than firearms",2,8,Sword scabbards,,"['2. Purpose', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[2, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Marine propellers,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Propellers for boats,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Ship propellers,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Screw propellers [for vessels],,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Screw-propellers,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Screws [propellers] for ships,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Screw-propellers for boats,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Vehicle covers [shaped],,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Windscreens,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Safety belts for vehicle seats,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Sculls,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,Vehicle chassis,Vehicles include water/air vehicles and by analogy with other pairs between parts of vehicles and vehicles as such,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
12,Apparatus for locomotion by water,2,12,"Safety seats for children, for vehicles",,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
